headword_as_printed	expanded_form	pos	glosses	source_page	scan_url	bucket
Ուսընդանութի	Ուսընդանութիւն	ad.	worn crosswise.	dict-612.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf304.jpg	body
Ուսընդանութի	Ուսընդանութիւն	ad.	worn crosswise.	dict-612.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf304.jpg	body
Ուտի				dict-612.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf304.jpg	body
Գնացուցանեմ, ուցի		va.	to cause to walk or run. [that moves.	dict-157.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf76.jpg	body
Ոփրանա		s.	offering.	dict-615.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf305.jpg	body
Ոքող		s.	thistle	dict-615.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf305.jpg	body
Չայլակերպութի	Չայլակերպութիւն	s.	unalterableness, unchangeableness.	dict-615.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf305.jpg	body
Չարագործաբաշխս		s.	evil-star	dict-616.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարադաստակ		a.	spent with fatigue	dict-616.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարադիտակ			S. Չարագեղ	dict-616.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարադիւթութիւն		s.	demoniacal wickedness, abominable malice; misadventure, very great misfortune.	dict-616.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարաժանիք		a.	furnished with sharp teeth, claws	dict-616.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարալուրք		s.	sad news; incredible woes, unheard of disasters.	dict-616.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարախտաժամ		ad.	very bad, cruel, intolerable, insufferable	dict-616.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարածերք		s.	incorrigible old man	dict-617.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարահիւանդ		a.	spoilt, corrupt; diseased, contagious, infected	dict-617.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարահմայութիւն		s.	prejudice, presumption	dict-617.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարայաշաղ		a.	jealous, meanly envious, ill-wishing, malignant	dict-617.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարայոյր		s.	a wicked man	dict-617.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf306.jpg	body
Չարաշուկ		a.	disastrous, dismal, very grievous; baleful, atrocious, ferocious	dict-618.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարավիրապ		a.	very ferocious.	dict-618.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարարուեստք		s.	artifices, intrigues	dict-618.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարգարութիւն		s.	injustice, iniquity.	dict-618.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարիժ		vn.	to be no more on good terms with, to be at variance with.	dict-618.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարութեամբ		ad.	wickedly, maliciously, malignantly.	dict-618.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարունակ		s.	sly, pernicious art.	dict-618.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարչարելութի	Չարչարելութիւն	s.	passibility.	dict-619.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարչարելութի	Չարչարելութիւն	s.	passibility.	dict-619.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարչարութ				dict-619.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չարպէչէր		s.	woman's veil.	dict-619.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չափաբերութի	Չափաբերութիւն	s.	measure, symmetry, proportion; rhythm, meter	dict-619.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չափագիտութի	Չափագիտութիւն	s.	mathematics	dict-619.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չափազանցութի	Չափազանցութիւն	s.	exaggeration, excess; hyperbole	dict-619.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf307.jpg	body
Չափչգիտուի		s.	ignorance of one's true state.	dict-620.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չբարերարութի	Չբարերարութիւն	s.	want of disposition to do good; selfishness.	dict-620.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չնչեան, Չնչին, չենոյ		a.	of nothing, of little value, puny, light, feeble, low, despicable, frivolous, futile, vain; very little, small	dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չզապխապփուն		a.	unshaken, firm, solid.	dict-620.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չէչ		s.	honeyless bee-hive	dict-620.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չըր		s.	fountain-conduit of wood or stone.	dict-620.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չիլ		s.	spotted, speckled partridge.	dict-620.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չլուեալ, Չլուելոյն առնել		unheard of	unheard of; to turn a deaf ear to, to desire not to hear, not to hear on that side.	dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չխոստովանութի	Չխոստովանութիւն	s.	not confessing or professing.	dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չկամութի	Չկամութիւն	s.	unwillingness, ill-will.	dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չհամարեալ յազգս		S.		dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չմիաբանութի	Չմիաբանութիւն	s.	disunion, disagreement, variance.	dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չյաջողուի		s.	unsuccessfulness, misadventure, misfortune.	dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չյարութի	Չյարութիւն	s.	false resurrection.	dict-621.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf308.jpg	body
Չորթան		s.	dried curds for winter use.	dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չոր թթու		s.	pickled turnips to cook for winter use.	dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չորթնկուլ		s.	gypaetus.; zool. gypaetus.	dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չորիրք		a.	fourth ; — մասն, the fourth part, a quarter, quadrant.	dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չորոտանի		a.	four-footed ; s. S. Չորք	dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չորոցք		s.	leading pair of draught oxen.	dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չորս				dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չուարարութի	Չուարարութիւն	s.	departure, removing, removal, decampment.	dict-622.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չսնապարծութի	Չսնապարծութիւն	s.	unostentatiousness, simplicity.	dict-623.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Չքնաղուհի		s.	beauty, delicacy, gentility, grace, handsomeness, elegance, gracefulness.	dict-623.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf309.jpg	body
Պագուք		s.		dict-624.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf310.jpg	body
Պաժիռ		s.		dict-624.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf310.jpg	body
Պակասութի	Պակասութիւն	s.	want, failure, diminution, decrease; deficiency; fault, imperfection; blemish, defect; dearth,	dict-624.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf310.jpg	body
Պահանդ		s.	iron or wooden tie-piece, binding-piece, notched-rail, brace; buttress, flying-buttress	dict-625.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf310.jpg	body
Պահեցողութի	Պահեցողութիւն	S.		dict-626.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պահկութի	Պահկութիւն	s.	statute service, forced labour.	dict-626.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պաղատիս		s.	dried fig; string of dried figs; a frail.; dried fig, string of dried figs, a frail.	dict-626.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պաղլեղուտ		s.	aluminate	dict-627.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պաղլտրակ		s.	icicle.; [steeping in alum.	dict-627.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պաճարեղութի	Պաճարեղութիւն	s.	bestiality, brute	dict-627.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պաճուճեալ		a.		dict-627.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պաճուճեալ առասպելք			cunningly devised fables	dict-627.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պաճուճեալ կերակուրք			skilfully dressed meats.	dict-627.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պայծառաբանութի	Պայծառաբանութիւն	s.	florid style	dict-627.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf311.jpg	body
Պայուսասիկ		s.	fifty pounds.	dict-628.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf312.jpg	body
Պայտ		s.	iron, horse-shoe.	dict-628.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf312.jpg	body
Լանջապահ, -պան, -պանակ		s.	corselet, habergeon, cuirass, breast-plate.; corselet, habergeon, cuirass, breastplate.	dict-287.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf141.jpg	body
Պանդեմք		a.	popular.	dict-628.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf312.jpg	body
Պաշուլակ		s.	seed cucumber.	dict-629.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf312.jpg	body
Պաշտօնակալութի	Պաշտօնակալութիւն	s.	bureaucracy	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պաշտօնատարութի	Պաշտօնատարութիւն	s.	service; ministry, office, charge, function	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պապադաւանական		a. s.	papal, pontifical; papist	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պապադաւանութի	Պապադաւանութիւն	s.	papistry, popery.	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պապադաւանութի	Պապադաւանութիւն	s.	papistry, popery.	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պապենական		a.	paternal, ancestral, hereditary.	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պապուկ		s.	camomile.	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պապուռիճ			bot. camomile.	dict-630.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պառակտութի	Պառակտութիւն	s.	disunion, division, discord, dissension, faction.	dict-631.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պառավառոս		s. Gr. w.	prevaricator, apostate, renegade.	dict-631.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պաս		S.	Պահք.	dict-631.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պասգեմ		vn.	to sport, to dance, to leap as children in the lap, to coax, to fondle, to caress; to sport or play as small animals.	dict-653.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պասքուի		s.	excessive thirst, thirstiness; siccity, dryness, ardity.	dict-631.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պատահութի	Պատահութիւն	s.	meeting, interview, talk, colloquy.	dict-631.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf313.jpg	body
Պատանեկագիտուի		s.		dict-632.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատանեկատուփին		s.		dict-632.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատանութի	Պատանութիւն	s.	adolescence, youth.	dict-632.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատասռուն		s.		dict-632.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատաստ		s.	load, burden, bundle, bale; package, roll; wrapper, cover.	dict-632.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատաստանք		s.	wrapper, envelope; packing.	dict-632.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատաստեմ		va.	to envelop, to	dict-632.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատգամաւորութի	Պատգամաւորութիւն			dict-633.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատելիք		s.	band, bandage.	dict-633.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատեհութի	Պատեհութիւն	s.	convenience, fitness, decency; opportunity, seasonableness, fitness of time, of circumstances; chance	dict-633.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf314.jpg	body
Պատկանաւորութի	Պատկանաւորութիւն	s.	convenience, suitableness, decency.	dict-635.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf315.jpg	body
Պատկանութի	Պատկանութիւն			dict-635.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf315.jpg	body
Պատկերագրուի		s.	portrait-painting; description, painting; iconography; description, painting; iconography	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատկերական վերլուծութի	Պատկերական վերլուծութիւն	s.	chem. spectral analysis	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատկերական վերլուծութի	Պատկերական վերլուծութիւն	s.	chem. spectral analysis	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատկերակցութի	Պատկերակցութիւն	s.	conformity, resemblance, likeness	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատկերահանութի	Պատկերահանութիւն	s.	painting	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատկերամարտութի	Պատկերամարտութիւն	s.	iconomachy, iconoclasty, war against images	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատկերանկարագիր		por	portrait; likeness; trait, likeness	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատկերապաշտութի	Պատկերապաշտութիւն	s.	iconolatria; idolatry; idolatry	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատճառադրութի	Պատճառադրութիւն	s.	pretext, excuse, plea	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատճառականութի	Պատճառականութիւն	s.	causality	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատճէան		s.	double; copy; duplicate; transeript; minute; letter; writing; edict; decree; double, copy, duplicate, transcript, minute; letter, writing, edict, decree.	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատմութի	Պատմութիւն	s.	narration, history, historical account	dict-636.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պատշաճութի	Պատշաճութիւն	s.	s. Պատշաճողութի; building, construction; -ումն s. orientation, finding the cardinal points.	dict-637.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf316.jpg	body
Պարապութի	Պարապութիւն	s.	inactivity, idleness, disoccupation; occupation, application, exercise, study; leisure, opportunity, ease.	dict-641.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf318.jpg	body
Պարառութի	Պարառութիւն	s.	comprehension, containing, embracing; syllepsis; party, assembly	dict-641.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf318.jpg	body
Պարբերութի	Պարբերութիւն	s.	revolution, circulation, turn; period.	dict-641.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf318.jpg	body
Պարգեւատուութի	Պարգեւատուութիւն	s.	gift, donation;	dict-642.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարերգութի	Պարերգութիւն	s.	ballad; madrigal; chorus.	dict-642.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարզակրօնութի	Պարզակրօնութիւն	s.	puritanism;	dict-642.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարզաչափութի	Պարզաչափութիւն	s.	eudiometry;	dict-642.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարզատոմար		s.	a simple & compendious almanack.	dict-642.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարզկայ		օդ		dict-642.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարծենողուի		sf.		dict-643.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարկօշ		s.	wood-pigeon; ring-dove.; wood-pigeon, ring-dove.	dict-643.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf319.jpg	body
Պարունակութի	Պարունակութիւն	s.	contents; capacity.	dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարուռ		s.	rush-rope, coarse rope of hay.	dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսաւագէտ		null		dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսաւանս ածել		null		dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսաւանս դնել		null		dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսաւանս տալ ի փառս իւր		null	to sully one's reputation. [carping, fault-finding.	dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսկադէն		s.	the Persian religion	dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսկածոց		null	the Persian Gulf	dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսկահաւ		null	peacock	dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսպաշինութի	Պարսպաշինութիւն	s.	fortification	dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարսպուրեմ		null		dict-644.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարտաբաշխ		s.	tribute, tax, contribution; assessment.	dict-645.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարտահատումն		s.	redemption, buying out, off or up	dict-645.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf320.jpg	body
Պարտուխաթափ		a.	venting secret rancour	dict-646.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պարտք				dict-646.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պաւղիանոս		s. a.	Paulinites, Paulianist, Samosatene.; Paulinician, Paulinist, Samosatene.	dict-646.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պերեւէշտք		s.	mustaches; curls of the beard.	dict-646.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պերճուհի		s.	magnificence, elegance; pride, presumption, arrogance	dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պեւեսկի		s.	pine; lighted pine-branch, fire-stick, firebrand.	dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պզեմ		vn.	to leap about as calves.	dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պէգաս		s.	Pegasus.	dict-646.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պէծ		s.	a little.	dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պէկար				dict-646.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պէհիարոն		s. bot.	arum, colocasia.	dict-646.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պէսպիսութի	Պէսպիսութիւն	s.	variety, diversity, difference.	dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պժոժ		s.	cocoon.	dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պիժիկ		s.	spots on the human nails.	dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պիլիլիկ		s.		dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պիլոր		s.		dict-647.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf321.jpg	body
Պիտականութիւն		s.	catachresis	dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պիտակութի	Պիտակութիւն	s.	abuse, impropriety; bastardy; rhet. catachresis.	dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պիտանուի		s.	utility, profit, advantage; use, employ.	dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պիտառութի	Պիտառութիւն	s.	word, oracle, prediction; testimony, witness; use, employ; want, necessity; work; writing, useful treatise.	dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պիւթի		s.	Pythian games.	dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պիւթոն		s.	Pythia; Python-	dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պլզամ				dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պղեմբատա		s. Lat. w.	plumbatæ, leaden shot or bullets.	dict-648.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պղող		s.	addled-egg.	dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պղպեղիա		s. chem.	peperine.	dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պղպջուն		a.	quite full, brimful.	dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պճեղան				dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պճկեմ		va.	to pull out or to pieces hairs, feathers, flowers & similar	dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պճղունք		s.	instep; ankle; ankle-bone; foot; instep, ankle, ankle-bone	dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պճնազարդօրէն				dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պճնողութի	Պճնողութիւն	s.	dandyism, affectation in dress.	dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պճնութի	Պճնութիւն	s.	ornament, dress, embellishment	dict-649.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf322.jpg	body
Պնդագոյնս		ad.	firmly, tightly, strongly; steadily, steadfastly; constantly, earnestly, diligently	dict-650.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պշտակ			S. Պրշակ.	dict-650.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պողոտ		s.	high-way; thoroughfare, broad street.	dict-650.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պողպատ			steel	dict-650.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պոպլակ		s. bot.	bot. St. John's wort, hypericum.	dict-650.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պոռնկութի	Պոռնկութիւն	s.	fornication, prostitution, whoredom, harlotry.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պուխերիկ		s.	chimney.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պուպրիկ		s.	toy; plaything; doll.; toy, plaything, doll.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պուրճ		pl.		dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պպլուկ		s.	eye, bud, germ, shoot.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պռեճն		s.	male wild fig-tree.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պռնչեմ		vn.	to bleat like goats.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պռոտոֆրօնգէս		s.	Doctor, Master.	dict-651.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf323.jpg	body
Պռօսխումէ		Gr. w.	Gr. w. proschume, (let us be attentive).; proschume, (let us be attentive).	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պսակազգեցութի	Պսակազգեցութիւն	s.	crowning with flowers	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պտկատ		a.	having one dry nipple.	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պտղաբերութի	Պտղաբերութիւն	s.	fructification; fertility; offering, oblation	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պտղակորուսութի	Պտղակորուսութիւն	s.	loss of fruits	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պտղահասութի	Պտղահասութիւն	s.	ripeness, maturity	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պտղատու				dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
Պտղաւէտութի	Պտղաւէտութիւն	s.	abundance of fruits; fertility	dict-652.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf324.jpg	body
